생태구명	정점명	관측년도	관측월	조사일자	날씨	수심	투명도(m)	수온(℃) 표층	수온(℃) 저층	염분 표층	염분 저층	수소이온농도 표층	수소이온농도 저층	용존산소량(㎎/L) 표층	용존산소량(㎎/L) 저층	화학적산소요구량(㎎/L) 표층	화학적산소요구량(㎎/L) 저층	암모니아성질소(㎍/L) 표층	암모니아성질소(㎍/L) 저층	아질산성질소(㎍/L) 표층	아질산성질소(㎍/L) 저층	질산성질소(㎍/L) 표층	질산성질소(㎍/L) 저층	용존무기질소(㎍/L) 표층	용존무기질소(㎍/L) 저층	총질소(㎍/L) 표층	총질소(㎍/L) 저층	용존무기인(㎍/L) 표층	용존무기인(㎍/L) 저층	총인(㎍/L) 표층	총인(㎍/L) 저층	규산규소(㎍/L) 표층	규산규소(㎍/L) 저층	부유물질(㎎/L) 표층	부유물질(㎎/L) 저층	클로로필a(㎍/L) 표층	클로로필a(㎍/L) 저층	WQI등급
대한해협	부산3	2019	08	2019-08-21	구름많음	10	3.8	26.29	25.98	31.68	31.95	8.41	8.39	9.82	9.21	1.61	1.83	8.08	7.98	1.32	0.36	24.04	0.83	33.43	9.17			0.50	0.04	21.39		88.26	46.40	7.50	8.60	10.64	8.36	2
대한해협	부산4	2019	08	2019-08-21	비	15	7.0	25.98	24.11	31.92	32.41	8.34	8.28	7.99	7.44	0.40	0.43	6.29	8.19	0.43	2.17	2.21	17.42	8.93	27.78			0.74	6.82	9.95		170.52	236.38	4.20	8.80	1.64	3.94	1
대한해협	부산5	2019	08	2019-08-19	맑음	24	6.7	26.34	21.68	32.05	32.74	8.34	8.16	8.24	6.68	1.84	2.68	0.06	16.35	1.01	11.72	5.04	69.06	6.10	97.13			0.31	16.59	12.34		92.18	408.46	4.15	4.00	2.12	1.81	1
대한해협	부산6	2019	08	2019-08-19	맑음	26	3.9	25.98	15.72	31.82	33.91	8.32	8.08	8.63	6.32	0.40	0.14	7.01	1.62	0.59	7.76	0.99	158.66	8.60	168.04			1.30	28.15	18.94		102.37	590.91	6.30	21.70	5.36	1.02	3
대한해협	부산7	2019	08	2019-08-19	맑음	41	2.2	23.60	13.57	32.53	34.10	8.29	8.06	8.58	6.22	0.34	0.05	0.76	0.38	1.86	5.43	25.80	189.90	28.42	195.71			5.64	32.12	20.89		207.90	630.64	7.60	10.30	5.08	0.49	3
대한해협	부산8	2019	08	2019-08-21	비	10	4.2	25.49	25.28	32.13	32.23	8.34	8.34	8.55	8.42	1.83	0.59	4.28	2.25	0.80	1.01	4.05	3.71	9.13	6.97			0.62	0.62	15.41		85.65	79.24	5.40	5.75	4.46	5.10	1
대한해협	부산9	2019	08	2019-08-19	맑음	17	5.4	26.40	24.40	31.90	32.32	8.31	8.23	8.35	7.03	0.93	0.30	0.71	16.24	0.39	3.95	1.55	21.43	2.66	41.62			0.50	7.75	15.84		83.50	260.18	4.40	7.15	2.42	2.60	1
대한해협	부산10	2019	08	2019-08-19	맑음	15	3.8	28.55	23.80	32.01	32.44	8.35	8.22	9.35	6.97	1.25	0.42	10.07	28.25	1.15	4.77	7.55	36.81	18.76	69.83			3.07	13.18	21.82		85.74	300.02	4.65	5.40	3.34	2.66	1
대한해협	부산11	2019	08	2019-08-19	맑음	12	2.9	26.82	23.99	31.87	32.42	8.36	8.24	9.38	7.29	1.25	1.07	0.43	7.97	0.59	3.89	0.81	23.35	1.83	35.21			0.50	7.07	23.47		55.86	233.38	6.80	5.80	5.24	3.84	1
대한해협	부산12	2019	08	2019-08-21	구름많음	12	7.5	26.58	24.85	31.90	32.31	8.35	8.34	8.25	8.25	1.11	1.51	4.55	3.81	0.32	0.39	1.01	2.74	5.88	6.94			0.37	0.59	13.33		143.92	137.26	4.85	4.95	2.56	3.90	1
대한해협	부산13	2019	08	2019-08-21	구름많음	9	2.1	26.52	25.86	31.63	31.97	8.45	8.37	10.97	8.88	2.20	1.51	18.83	1.53	2.21	0.95	6.54	7.27	27.58	9.74			0.59	0.37	33.60		28.22	61.01	10.70	7.90	15.44	10.16	3
대한해협	부산14	2019	08	2019-08-21	구름많음	8	1.9	26.15	25.72	31.42	32.05	8.37	8.34	9.31	8.42	1.93	1.58	50.68	9.18	7.94	1.78	91.29	12.47	149.91	23.44			4.43	1.52	30.07		124.60	97.64	8.60	7.90	13.32	10.20	3
대한해협	부산15	2019	08	2019-08-21	구름많음	22	6.3	26.19	15.69	31.92	33.79	8.35	8.12	8.09	6.13	1.10	1.03	4.35	0.60	0.56	7.57	4.37	159.74	9.28	167.92			0.31	26.66	10.60		171.16	562.27	5.45	9.60	1.55	0.88	3
대한해협	부산16	2019	08	2019-08-21	구름많음	16	7.0	26.61	23.77	31.83	32.46	8.35	8.30	8.12	7.66	1.21	1.35	0.49	6.30	0.25	1.36	1.15	13.72	1.89	21.38			0.40	3.44	9.92		126.39	165.40	4.30	6.95	1.79	4.82	1
대한해협	부산17	2019	08	2019-08-21	구름많음	13	7.9	26.61	24.53	31.84	32.31	8.35	8.33	8.00	8.08	0.94	1.26	0.07	1.96	0.29	0.91	0.78	6.97	1.15	9.84			0.22	0.56	8.53		153.16	156.49	7.40	4.55	1.72	3.54	1
대한해협	낙동1	2019	08	2019-08-19	맑음	22	7.2	26.92	20.70	32.11	33.00	8.32	8.14	8.22	6.06	0.35	1.36	0.24	23.04	0.34	11.40	0.84	74.21	1.41	108.65			0.22	21.11	8.34		150.33	509.88	4.40	14.60	0.71	2.60	2
대한해협	낙동4	2019	08	2019-08-19	맑음	24	5.7	26.52	17.65	32.17	33.64	8.32	8.09	8.38	5.79	0.38	0.67	0.91	3.88	0.50	10.84	1.29	131.04	2.70	145.75			0.04	25.64	9.61		133.73	546.14	3.25	6.45	1.54	0.94	3
대한해협	행암만1	2019	08	2019-08-18	맑음	10	3.2	27.04	25.64	31.41	31.67	8.28	8.19	8.27	6.20	2.61	2.19	50.30	61.14	1.13	2.73	2.74	8.50	54.18	72.37			7.13	19.81	37.73		181.75	395.98	3.50	3.00	4.95	7.50	1
대한해협	행암만2	2019	08	2019-08-18	맑음	8	2.3	28.05	26.40	31.12	31.47	8.34	8.30	9.47	8.82	3.10	3.36	24.37	8.30	0.84	1.58	1.82	3.40	27.03	13.29			1.61	2.91	30.32		90.61	130.98	4.83	5.00	8.75	6.10	2
대한해협	행암만3	2019	08	2019-08-18	맑음	7	2.1	27.95	27.12	31.06	31.33	8.43	8.29	11.55	8.87	3.46	3.06	12.57	9.91	1.60	1.50	2.46	3.42	16.63	14.83			0.04	1.67	36.21		34.02	89.12	7.00	7.50	10.65	5.80	3
대한해협	행암만4	2019	08	2019-08-18	맑음	6	3.6	27.49	26.90	31.33	31.41	8.34	8.25	9.45	8.10	3.06	2.96	19.74	30.87	2.81	2.00	6.87	5.92	29.43	38.79			3.10	5.21	31.12		87.25	155.04	7.67	3.50	7.45	9.45	2
대한해협	마산만1	2019	08	2019-08-18	맑음	7	2.3	28.21	26.94	30.88	31.21	8.45	8.36	11.94	9.93	3.09	4.31	21.03	22.64	0.29	0.36	0.14	0.71	21.46	23.72			1.52	1.36	40.27		15.90	23.86	11.00	6.00	8.50	0.78	2
대한해협	마산만2	2019	08	2019-08-18	맑음	16	3.4	27.55	23.45	31.34	31.91	8.33	7.86	9.37	3.07	3.10	2.23	23.45	233.34	0.39	2.20	0.73	7.59	24.57	243.12			1.55	55.06	32.15		78.62	960.88	6.00	6.33	4.51	4.88	5
대한해협	마산만3	2019	08	2019-08-18	맑음	13	2.2	27.45	24.81	31.17	31.64	8.33	8.08	10.05	5.56	3.27	2.57	26.96	123.90	0.92	2.56	2.63	10.09	30.52	136.56			6.91	24.68	37.60		114.27	416.50	6.50	5.00	6.90	1.71	3
대한해협	마산만4	2019	08	2019-08-18	맑음	13	1.9	27.41	24.14	30.99	31.65	8.45	7.90	12.15	2.69	4.75	3.06	8.30	241.40	0.29	1.78	0.46	3.60	9.06	246.78			2.08	54.59	37.76		30.74	765.49	12.17	4.17	8.65	4.06	5
대한해협	마산만5	2019	08	2019-08-17	맑음	25	6.5	26.64	20.96	31.25	32.39	8.21	7.70	7.41	1.30	1.49	1.47	55.82	386.55	2.86	0.99	19.91	3.53	78.58	391.08			10.11	115.88	38.13		208.68	1646.85	3.55	3.25	2.82	1.21	5
대한해협	마산만6	2019	08	2019-08-18	맑음	14	4.8	27.67	24.54	31.34	31.77	8.33	8.09	9.42	5.49	1.46	1.52	17.68	77.27	0.25	2.62	1.97	11.21	19.91	91.10			2.60	22.51	26.29		76.97	439.63	7.10	5.50	5.08	1.10	3
대한해협	마산만7	2019	08	2019-08-18	맑음	14	4.2	26.28	25.24	31.66	31.85	8.25	8.18	7.71	6.75	1.83	2.02	18.61	32.03	1.40	3.64	4.89	14.11	24.89	49.78			7.13	13.11	27.50		193.03	317.52	1.17	7.83	2.28	1.74	1
대한해협	마산만8	2019	08	2019-08-18	맑음	27	5.4	26.09	23.71	31.67	32.20	8.24	8.16	7.54	6.33	2.05	3.43	10.74	29.93	1.68	7.24	6.62	35.85	19.04	73.02			6.57	17.55	26.51		175.25	373.94	8.50	7.00	2.08	11.05	1
대한해협	마산만9	2019	08	2019-08-18	맑음	7	1.5	28.38	26.73	30.25	31.23	8.53	8.33	13.23	9.75	5.34	4.35	13.66	5.25	0.27	0.95	0.24	1.64	14.17	7.84			1.18	2.45	51.18		15.09	29.76	7.83	3.67	9.40	8.00	3
대한해협	마산만10	2019	08	2019-08-18	맑음	8	1.3	28.26	26.43	30.47	31.24	8.48	8.21	12.67	7.51	5.10	3.58	0.07	46.13	0.27	0.91	0.34	1.50	0.67	48.54			1.86	9.39	51.93		16.60	134.37	9.33	11.00	9.40	15.10	3
대한해협	마산만11	2019	08	2019-08-18	맑음	6	1.2	27.69	27.20	30.62	31.16	8.41	8.37	12.10	10.55	2.89	2.69	0.24	15.32	0.27	0.42	0.42	0.42	0.92	16.16			2.54	1.64	51.71		14.87	10.98	5.33	6.00	8.85	10.20	3
대한해협	마산만12	2019	08	2019-08-18	맑음	5	0.9	27.60	27.44	30.98	31.09	8.41	8.42	11.19	11.52	3.62	3.56	11.68	0.57	0.34	0.55	0.29	0.43	12.31	1.55			2.33	2.11	46.81		33.07	26.40	35.33	26.83	11.65	9.75	3
대한해협	마산만13	2019	08	2019-08-18	맑음	8	1.3	27.86	25.83	31.07	31.24	8.36	8.18	10.50	7.86	2.39	2.13	48.85	66.85	0.56	1.51	2.84	5.33	52.25	73.70			10.79	19.78	49.07		102.73	195.10	14.17	7.67	9.80	5.80	3
대한해협	마산만14	2019	08	2019-08-18	맑음	8	1.2	28.52	25.97	30.45	31.23	8.35	8.23	10.34	7.79	2.84	2.47	32.76	53.13	0.56	1.34	2.80	5.19	36.12	59.67			10.42	17.45	52.14		78.71	169.18	4.17	3.17	10.70	5.70	3
대한해협	마산만15	2019	08	2019-08-18	맑음	9	1.1	28.56	25.54	30.07	31.32	8.49	8.11	12.19	6.36	3.29	2.04	8.04	101.54	0.42	1.40	0.83	5.71	9.28	108.65			2.54	30.16	52.92		35.17	298.48	13.50	10.33	10.60	9.10	3
대한해협	진해만1	2019	08	2019-08-18	맑음	24	6.2	26.07	17.23	31.72	33.69	8.26	8.08	7.86	5.75	1.79	2.03	9.37	16.79	1.26	11.27	3.29	133.49	13.92	161.55			4.37	28.64	21.17		125.30	581.22	4.80	38.85	2.36	2.04	3
대한해협	진해만2	2019	08	2019-08-18	맑음	13	3.3	26.73	24.88	31.31	31.78	8.32	8.12	9.11	5.78	1.67	0.96	59.74	77.35	3.04	4.40	21.85	24.93	84.63	106.68			7.16	23.06	33.54		151.98	419.52	3.70	2.70	6.00	3.18	2
대한해협	진해만3	2019	08	2019-08-17	맑음	13	5.1	27.60	25.61	31.58	31.79	8.22	8.13	8.50	6.95	1.91	1.28	11.60	40.10	0.40	0.80	1.10	3.60	13.00	44.40			3.80	12.70	19.70		41.90	263.40	5.30	3.60	1.70	3.06	1
대한해협	진해만4	2019	08	2019-08-17	맑음	6	1.4	27.96	27.10	31.09	31.38	8.07	8.05	7.47	6.85	1.27	1.30	18.90	17.70	1.20	1.10	3.90	7.20	23.90	26.00			14.90	14.60	42.10		599.00	568.90	6.30	5.00	1.32	3.51	2
대한해협	진해만5	2019	08	2019-08-17	맑음	12	3.1	29.83	25.20	31.73	32.24	8.20	8.01	8.83	6.44	1.07	0.75	12.30	30.90	0.20	0.80	1.20	2.80	13.70	34.40			4.80	11.00	20.80		142.00	331.50	5.00	3.20	3.58	1.94	1
대한해협	진해만6	2019	08	2019-08-17	맑음	13	4.1	28.13	25.11	31.45	32.05	8.33	8.04	10.13	5.79	2.42	1.23	10.20	65.10	0.10	2.40	1.20	5.10	11.40	72.60			0.80	19.90	19.40		25.10	345.10	6.50	7.70	2.78	0.51	2
대한해협	진해만7	2019	08	2019-08-17	맑음	18	12.9	27.73	23.47	31.60	32.40	8.22	8.07	7.97	6.87	0.96	2.04	2.70	26.60	0.20	1.10	1.60	6.20	4.60	33.90			4.50	15.10	16.40		64.40	214.30	3.40	4.70	1.83	0.25	1
대한해협	진해만8	2019	08	2019-08-17	맑음	24	11.1	28.07	18.48	31.70	33.32	8.22	7.76	7.99	1.81	0.88	1.54	13.30	173.10	0.10	1.80	1.00	10.20	14.40	185.00			1.80	54.90	13.10		28.70	673.50	3.20	2.30	0.48	0.47	5
대한해협	진해만9	2019	08	2019-08-17	맑음	22	9.6	28.52	20.51	31.74	32.87	8.20	7.84	7.89	3.28	1.28	1.59	14.40	108.80	0.10	5.60	0.60	24.60	15.10	139.00			2.10	52.50	13.90		26.20	807.50	3.10	3.10	0.56	0.89	5
대한해협	진해만10	2019	08	2019-08-17	맑음	22	10.0	26.73	21.51	31.61	32.65	8.26	8.00	8.40	4.85	0.90	1.27	3.80	73.10	0.40	7.80	2.80	36.70	7.10	117.60			3.10	39.10	16.60		81.50	747.10	3.40	5.80	0.98	0.49	4
대한해협	진해만11	2019	08	2019-08-17	맑음	15	13.5	27.68	24.65	31.63	32.01	8.25	8.14	8.24	6.95	1.49	1.31	14.50	36.70	0.20	1.40	0.80	5.00	15.50	43.20			0.80	13.00	14.00		26.60	251.10	1.10	3.20	0.53	0.28	1
대한해협	진해만12	2019	08	2019-08-17	맑음	18	7.8	28.73	22.21	31.78	32.58	8.18	7.93	7.93	5.26	1.17	0.72	13.10	48.20	0.00	0.90	1.10	3.30	14.20	52.40			1.60	30.20	15.60		40.00	504.00	3.20	5.30	0.74	0.20	3
대한해협	진해만13	2019	08	2019-08-17	맑음	21	10.3	27.90	20.10	31.68	32.99	8.24	7.78	8.14	2.13	1.76	1.84	14.70	128.20	0.30	9.70	1.80	40.80	16.80	178.60			1.30	54.70	13.20		34.40	992.00	3.70	0.80	0.39	1.97	5
대한해협	진주만1	2019	08	2019-08-15	구름보통	14	2.1	26.11	25.49	31.72	31.95	8.11	8.10	7.16	6.68	1.27	2.12	10.20	16.10	1.20	1.30	4.70	7.80	16.00	25.20			15.10	15.90	31.20		282.00	282.00	6.00	6.60	3.18	1.42	2
대한해협	진주만2	2019	08	2019-08-15	구름보통	5	1.0	28.84	28.75	30.79	30.81	8.47	8.47	11.03	11.01	4.81	5.08	6.20	5.10	0.10	0.00	1.40	1.50	7.80	6.60			5.70	8.80	54.80		61.00	69.00	25.10	17.90	4.52	3.85	2
대한해협	광양만1	2019	08	2019-08-15	구름많음	10	1.2	28.82	26.32	29.84	30.53	8.45	8.11	9.35	5.91	3.77	2.36	23.58	65.20	0.38	3.96	1.99	9.63	25.94	78.79			8.31	39.62	45.35		27.50	269.70	17.20	8.90	7.56	6.28	4
대한해협	광양만2	2019	08	2019-08-15	구름많음	18	2.2	26.07	23.02	30.53	31.79	8.13	7.91	6.59	3.33	1.94	1.28	53.96	132.90	6.86	17.22	14.97	44.32	75.78	194.45			19.65	46.50	45.32		368.42	837.14	7.80	14.90	6.12	2.55	4
대한해협	광양만3	2019	08	2019-08-15	구름많음	7	3.0	26.53	25.57	30.35	30.80	8.23	8.11	8.12	6.21	2.81	2.04	18.06	38.30	1.13	3.85	2.18	11.91	21.38	54.07			8.80	17.98	39.43		92.76	269.08	14.50	7.70	7.04	4.36	2
대한해협	광양만4	2019	08	2019-08-15	구름보통	9	1.3	25.89	25.32	31.60	31.62	8.06	8.06	6.38	6.30	1.67	1.84	55.58	32.41	7.39	7.66	24.64	25.17	87.61	65.24			15.35	16.55	34.84		407.34	421.60	15.30	20.00	6.20	4.80	2
대한해협	광양만5	2019	08	2019-08-15	구름많음	27	4.0	25.26	21.07	31.30	32.77	8.12	7.94	6.86	3.77	1.73	1.35	35.78	32.77	5.36	20.01	17.79	55.03	58.94	107.81			11.41	21.27	27.00		337.54	831.57	5.50	17.10	2.68	0.93	4
대한해협	광양만6	2019	08	2019-08-15	구름많음	15	2.3	25.87	23.62	30.81	31.84	8.15	8.04	7.29	5.25	1.88	1.23	19.91	40.22	4.17	11.40	9.63	31.33	33.71	82.95			11.32	18.79	37.05		305.20	519.62	6.75	8.50	4.72	1.12	3
대한해협	광양만7	2019	08	2019-08-15	구름보통	5	2.3	25.93	25.57	29.96	30.74	8.03	8.03	6.00	6.07	1.64	1.80	53.82	43.43	7.53	7.60	50.99	45.47	112.34	96.50			23.44	25.14	40.98		577.89	550.09	7.70	7.20	3.95	3.30	2
대한해협	광양만8	2019	08	2019-08-15	구름많음	22	3.0	26.38	21.97	30.73	32.37	8.16	7.95	7.26	3.85	2.16	1.44	72.88	72.93	3.72	18.07	7.85	52.70	84.46	143.70			10.73	31.06	34.50		234.36	809.14	12.25	28.45	4.62	1.96	4
대한해협	광양만9	2019	08	2019-08-15	구름많음	19	2.2	27.47	22.70	30.06	32.00	8.20	7.97	7.57	4.45	2.55	1.44	16.98	78.16	3.16	13.75	8.47	37.56	28.62	129.47			12.62	33.91	38.47		181.89	662.62	7.10	19.70	5.36	2.52	4
대한해협	광양만10	2019	08	2019-08-15	구름많음	9	2.0	28.58	27.45	29.92	30.29	8.31	8.23	9.08	7.83	2.85	2.77	72.49	11.73	0.62	1.89	1.55	4.38	74.66	18.00			13.08	16.52	34.50		65.16	135.35	10.60	8.60	6.64	5.80	2
대한해협	광양만11	2019	08	2019-08-15	구름많음	18	3.0	27.15	23.17	30.17	31.86	8.24	8.00	8.49	4.61	2.36	1.65	67.73	64.20	1.53	13.01	1.50	36.27	70.76	113.48			6.26	26.60	30.29		119.11	582.62	8.50	9.50	5.52	1.58	4
대한해협	광양만12	2019	08	2019-08-15	구름보통	20	2.0	24.53	24.46	31.68	31.69	8.04	8.03	5.63	5.53	1.43	1.46	100.98	35.45	8.88	9.16	27.92	28.97	137.77	73.57			17.17	19.31	36.74		447.33	458.75	10.70	11.90	5.00	4.04	3
대한해협	섬진강하구1	2019	08	2019-08-14	맑음	5	1.5	28.06	27.92	15.08	18.75	8.21	7.75	8.42	7.13	2.10	2.68	67.28	81.49	6.76	7.52	506.35	232.82	580.40	321.83			33.14	40.05	53.69		2895.40	1663.51	2.95	7.05	4.20	7.56	3
대한해협	섬진강하구2	2019	08	2019-08-14	맑음	8	1.5	28.00	27.83	18.88	21.18	8.34	7.93	8.51	7.13	2.07	2.61	118.01	105.20	7.13	7.34	370.16	192.51	495.29	305.05			33.36	36.67	59.77		2246.72	1401.88	4.15	8.35	4.80	6.86	3
대한해협	섬진강하구3	2019	08	2019-08-14	맑음	4	2.0	27.98	27.80	17.50	21.25	8.20	8.02	7.36	6.71	2.01	3.01	120.72	114.98	7.27	7.29	368.34	193.31	496.33	315.59			33.85	36.64	41.73		2277.97	1450.09	4.25	9.65	3.96	9.64	3
대한해협	섬진강하구4	2019	08	2019-08-14	맑음	4	2.0	27.79	27.63	20.66	23.59	8.28	8.07	7.43	6.72	1.94	2.97	88.54	83.59	7.29	6.69	327.77	134.29	423.60	224.57			33.54	32.64	57.60		2151.60	1180.65	4.85	12.90	3.64	4.22	3
대한해협	섬진강하구5	2019	08	2019-08-14	맑음	7	2.5	28.01	27.22	16.67	26.29	8.16	8.00	7.22	7.00	1.93	2.44	74.47	84.74	7.22	6.41	301.28	134.97	382.97	226.13			33.26	30.63	43.03		2002.20	1176.76	6.15	7.65	3.88	3.74	2
대한해협	섬진강하구6	2019	08	2019-08-14	맑음	6	2.5	28.03	27.02	17.72	27.46	8.08	8.09	7.56	5.75	3.89	2.34	89.01	63.10	7.45	5.15	313.12	79.58	409.58	147.83			33.36	24.37	52.20		2070.04	819.78	3.20	5.40	2.96	2.72	3
대한해협	섬진강하구7	2019	08	2019-08-14	맑음	3	2.5	27.77	27.50	25.19	26.23	8.11	8.07	7.58	7.10	2.28	2.57	62.22	156.63	6.64	6.06	149.27	97.48	218.12	260.18			27.25	26.69	42.56		1225.73	945.53	5.40	9.44	3.74	4.28	1
대한해협	섬진강하구8	2019	08	2019-08-14	맑음	6	2.5	27.64	26.86	22.56	28.65	8.18	8.15	6.52	6.49	2.26	2.07	42.45	32.83	6.38	3.98	178.86	41.73	227.70	78.54			28.27	21.48	56.73		1354.47	589.34	6.55	5.90	3.52	2.54	1
대한해협	섬진강하구9	2019	08	2019-08-14	맑음	4	2.0	26.97	26.54	28.08	30.58	8.36	8.04	7.12	6.82	2.37	2.04	69.76	24.44	5.89	3.33	145.05	22.61	220.71	50.39			27.19	13.80	54.68		1181.80	388.05	5.25	5.35	3.00	2.84	2
대한해협	섬진강하구10	2019	08	2019-08-14	맑음	8	2.0	27.06	25.09	28.89	31.32	8.30	8.11	7.07	6.60	1.91	1.81	27.72	30.76	3.95	3.91	41.90	11.98	73.57	46.65			15.13	14.32	26.85		519.54	300.13	4.10	3.80	2.28	1.94	2
대한해협	여수1	2019	08	2019-08-15	구름많음	16	5.0	26.47	24.66	30.95	31.70	8.15	8.06	7.31	5.69	1.92	1.80	13.20	58.40	2.30	7.30	6.70	19.90	22.20	85.60			7.60	18.00	32.10		203.90	464.50	4.30	9.70	1.19	1.02	2
대한해협	여수2	2019	08	2019-08-15	구름많음	18	5.0	26.61	22.56	30.75	32.24	8.18	7.97	7.56	4.01	1.83	1.28	53.50	58.60	1.30	14.70	3.10	35.40	57.90	108.70			5.90	26.50	29.00		167.20	830.50	4.30	11.00	1.94	0.96	4
대한해협	여수3	2019	08	2019-08-15	구름많음	17	4.3	26.22	21.82	30.83	32.61	8.15	8.03	7.30	5.08	1.50	1.01	9.60	21.00	3.20	10.10	7.30	21.70	20.10	52.80			7.80	13.50	28.70		249.70	486.00	6.60	6.30	2.54	1.09	3
대한해협	가막만1	2019	08	2019-08-15	구름많음	17	3.0	26.60	26.66	31.18	31.25	8.07	8.07	6.29	6.12	1.48	0.96	54.33	55.17	4.28	4.87	21.52	23.09	80.14	83.13			20.55	20.77	35.06		301.56	326.42	6.15	7.70	1.56	1.45	1
대한해협	가막만2	2019	08	2019-08-10	맑음	6	4.5	27.36	26.40	31.77	31.92	8.18	8.16	8.91	8.61	1.20	1.17	27.26	0.04	1.22	1.06	2.48	2.03	30.95	3.14			3.16	3.01	19.65		49.78	76.97	3.95	3.55	1.80	1.55	1
대한해협	가막만3	2019	08	2019-08-10	구름조금	8	5.0	26.20	24.30	31.91	32.15	8.15	8.13	8.72	7.92	0.70	0.64	3.15	13.36	0.76	2.04	0.90	8.57	4.80	23.97			3.38	6.70	19.69		105.56	195.83	4.45	4.90	1.33	1.22	1
대한해협	가막만4	2019	08	2019-08-10	구름보통	9	5.0	29.40	25.05	31.51	31.86	8.18	7.85	9.28	3.38	1.57	1.67	29.69	180.03	0.49	0.83	0.57	1.36	30.76	182.21			10.32	41.26	27.65		103.01	625.83	4.10	8.35	2.88	3.66	4
대한해협	가막만5	2019	08	2019-08-10	구름보통	8	7.0	28.96	26.70	31.64	31.77	8.23	8.20	9.55	9.20	1.11	2.03	5.99	0.28	0.22	0.50	0.74	0.81	6.96	1.60			3.91	8.84	17.83		26.85	26.35	4.55	4.15	0.87	2.66	1
대한해협	신항1	2019	08	2019-08-17	맑음	18	0.9	27.18	25.12	30.89	31.46	8.12	8.14	6.99	7.70	2.39	1.36	70.39	62.75	7.01	7.29	49.20	35.34	126.60	105.38			26.29	18.41	41.57		409.72	354.59	14.70	12.70	4.08	9.60	2
대한해협	신항2	2019	08	2019-08-18	맑음	8	2.1	26.14	25.65	31.36	31.52	8.28	8.23	8.08	7.45	2.38	3.06	10.51	26.89	3.08	6.48	11.97	22.96	25.56	56.34			4.59	7.84	26.23		110.99	172.14	5.80	5.65	6.32	0.74	2
대한해협	낙동강하구1	2019	08	2019-08-12	맑음	7	3.0	28.67	28.07	8.09	19.60	7.42	7.59	7.08	4.23	3.70	3.78	58.84	70.21	47.61	25.91	720.85	280.78	827.30	376.91			17.48	62.78	28.37		921.28	1351.62	8.05	18.95	12.72	4.54	5
대한해협	낙동강하구2	2019	08	2019-08-12	맑음	4	2.5	28.90	25.29	8.67	25.73	7.60	7.75	7.54	4.00	4.65	2.90	34.38	141.54	41.48	20.17	655.59	244.06	731.46	405.78			10.76	54.37	36.18		863.69	1040.68	6.95	19.20	16.02	4.06	5
대한해협	낙동강하구3	2019	08	2019-08-12	맑음	4	3.0	28.73	28.37	10.02	20.18	7.63	7.75	6.99	5.38	3.00	4.34	200.07	101.23	46.76	31.00	686.67	437.93	933.51	570.16			16.06	33.29	32.33		911.62	1168.13	8.65	13.90	9.22	5.70	4
대한해협	낙동강하구4	2019	08	2019-08-12	맑음	8	3.0	28.63	27.59	13.14	25.36	7.68	7.86	7.32	5.42	4.47	4.01	95.09	100.27	41.59	22.12	636.03	304.91	772.72	427.29			12.43	34.29	42.16		965.64	903.39	8.95	15.35	12.78	6.90	5
대한해협	낙동강하구5	2019	08	2019-08-12	맑음	7	2.0	28.01	27.29	21.53	30.81	7.76	7.88	6.22	4.05	3.21	2.26	67.05	223.34	36.55	5.88	426.64	37.60	530.24	266.83			26.04	80.72	49.41		761.66	882.76	5.55	13.00	4.96	3.90	5
대한해협	낙동강하구6	2019	08	2019-08-12	맑음	9	2.5	28.06	27.84	19.45	30.89	7.86	7.98	5.90	5.14	3.88	2.26	148.76	89.92	45.96	10.51	460.53	115.77	655.26	216.20			42.32	43.74	53.57		849.91	630.92	6.50	13.70	6.44	4.26	4
대한해협	낙동강하구7	2019	08	2019-08-12	맑음	3	2.0	28.23	27.43	16.73	31.12	7.89	7.95	6.26	5.13	3.49	2.10	90.10	81.21	48.27	4.97	507.82	53.41	646.20	139.59			30.69	30.72	33.37		802.14	509.24	5.85	12.85	5.74	2.06	4
대한해협	낙동강하구8	2019	08	2019-08-12	맑음	6	2.5	28.53	27.41	15.71	31.27	7.93	8.02	7.40	5.96	4.90	1.86	28.73	42.21	31.01	3.79	464.13	38.09	523.87	84.10			16.55	20.12	62.71		1026.37	459.93	10.00	16.30	16.56	2.84	4
대한해협	낙동강하구9	2019	08	2019-08-12	맑음	5	4.0	30.12	28.17	14.37	23.52	7.95	8.05	7.71	5.51	4.77	3.88	82.10	92.97	36.01	15.75	557.56	213.77	675.67	322.49			8.12	29.02	38.32		923.27	960.65	11.15	81.15	12.96	7.50	5
대한해협	낙동강하구10	2019	08	2019-08-12	맑음	11	3.5	28.05	27.73	21.28	29.90	8.06	8.07	7.41	5.79	4.02	3.32	10.51	88.93	34.15	5.12	521.21	62.23	565.87	156.28			11.16	32.30	41.08		1006.18	578.48	6.25	84.90	14.88	5.86	4
대한해협	울산2	2019	05	2019-05-07	맑음	30	3.0	15.35	15.10	34.19	34.18	8.17	8.13	10.02	7.77	0.88	1.15	0.31	0.42	3.49	3.75	27.87	32.69	31.67	36.86			5.92	6.79	15.93		207.45	204.46	6.15	5.70	0.26	0.40	1
